id,scene_id,l1_scene,l2_scene_label,application_type,application_type_source,product_type,target_complexity,design_style,persona_title,query_text
q5k_scene_010_0132,scene_010,交互方式,Filtering & Sorting 筛选与排序,结果整理应用,keyword_extension,dashboard,vague,Dark,结果整理相关内容的真实使用者,我在准备做一个结果整理应用的数据看板，先保证结构清楚，后面再慢慢补细节。整体走暗色风格，操作别绕，普通用户一看就会用最好。 先把阅读顺序理顺最重要。
q5k_scene_010_0133,scene_010,交互方式,Filtering & Sorting 筛选与排序,Filtering & Sorting 筛选与排序应用,xlsx_candidate,search_filter,medium,Data-Dense,Filtering & Sorting 筛选与排序相关内容的真实使用者,我在做一个Filtering & Sorting 筛选与排序应用的搜索筛选界面，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个结果列表和一个推荐区，并且把标签快速清除做得明显一些。信息密度可以高一点，但不要乱，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_010_0134,scene_010,交互方式,Filtering & Sorting 筛选与排序,Filtering应用,label_token_extension,admin_panel,complex,Material,Filtering相关内容的真实使用者,我想做一个面向不想反复试错的普通用户的Filtering应用管理后台，核心目标是让结果状态更清楚。 请把结构至少拆成空结果提示、筛选面板、结果列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑标签快速清除和即时搜索反馈，另外 网络异常重试、无结果状态 这些状态也要有对应反馈。 交互反馈要清晰一些，接近 Material，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 不要只关注主流程，边缘状态和低频操作也要有合理落点。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_010_0135,scene_010,交互方式,Filtering & Sorting 筛选与排序,Sorting应用,label_token_extension,dashboard,vague,Dark,Sorting相关内容的真实使用者,我想做一个Sorting应用的数据看板，我更在意第一眼能不能快速理解。整体走暗色风格，不要太花，重点内容容易扫到就好。 我不想看到太重的学习成本。
q5k_scene_010_0136,scene_010,交互方式,Filtering & Sorting 筛选与排序,筛选与排序应用,label_token_extension,search_filter,medium,Data-Dense,筛选与排序相关内容的真实使用者,我在做一个筛选与排序应用的搜索筛选界面，我想让用户不用想太多就能开始操作。页面里我至少想放一个搜索输入区和一个空结果提示，并且把历史记录回填做得明显一些。信息密度可以高一点，但不要乱，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_011_0001,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting & Removing 删除与移除应用,xlsx_candidate,portfolio,complex,,Deleting & Removing 删除与移除相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的Deleting & Removing 删除与移除应用作品展示站，核心目标是把流程说清楚。 请把结构至少拆成列表或卡片区、列表或卡片区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑反馈提示和主按钮操作，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 风格先不用定死，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0002,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting应用,label_token_extension,dashboard,vague,,Deleting相关内容的真实使用者,想请你帮我设计一个Deleting应用的数据看板，重点是看起来顺手、别太复杂。风格先不用定死，最好手机上看也自然一点。 信息密度可以低一点。
q5k_scene_011_0003,scene_011,交互方式,Deleting & Removing 删除与移除,Removing应用,label_token_extension,form_flow,medium,,Removing相关内容的真实使用者,我在做一个Removing应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个列表或卡片区和一个详情区，并且把切换视图做得明显一些。风格先不用定死，不同尺寸下都别破坏主要阅读顺序。我不希望用户反复来回跳转才能完成一个小动作。
q5k_scene_011_0004,scene_011,交互方式,Deleting & Removing 删除与移除,删除与移除应用,label_token_extension,portfolio,complex,,删除与移除相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的删除与移除应用作品展示站，核心目标是让浏览更顺畅。 请把结构至少拆成核心信息区、快捷操作区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和二级筛选，另外 加载状态、失败重试 这些状态也要有对应反馈。 风格先不用定死，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 我希望用户在任何位置都知道自己当前所处层级，不想出现迷路感。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0005,scene_011,交互方式,Deleting & Removing 删除与移除,任务处理应用,l1_extension,dashboard,vague,Material,任务处理相关内容的真实使用者,我想做一个任务处理应用的数据看板，我更在意第一眼能不能快速理解。交互反馈要清晰一些，接近 Material，不要太花，重点内容容易扫到就好。 我不想看到太重的学习成本。
q5k_scene_011_0006,scene_011,交互方式,Deleting & Removing 删除与移除,流程操作应用,l1_extension,form_flow,medium,,流程操作相关内容的真实使用者,我在做一个流程操作应用的多步骤表单流程，我希望首页先建立清晰的认知。页面里我至少想放一个状态反馈区和一个快捷操作区，并且把二级筛选做得明显一些。风格先不用定死，移动端和桌面端都要顺手。别让页面看起来像模板拼接，至少要有一个明显记忆点。
q5k_scene_011_0007,scene_011,交互方式,Deleting & Removing 删除与移除,通用工作台应用,l1_extension,portfolio,complex,,通用工作台相关内容的真实使用者,我想做一个面向不想学习成本太高的人的通用工作台应用作品展示站，核心目标是让浏览更顺畅。 请把结构至少拆成状态反馈区、快捷操作区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑二级筛选和主按钮操作，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 风格先不用定死，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0008,scene_011,交互方式,Deleting & Removing 删除与移除,状态管理应用,l1_extension,dashboard,vague,Minimalism,状态管理相关内容的真实使用者,想请你帮我设计一个状态管理应用的数据看板，希望打开以后就知道该往哪里看。尽量极简、留白多一些，最好手机上看也自然一点。 先把阅读顺序理顺最重要。
q5k_scene_011_0009,scene_011,交互方式,Deleting & Removing 删除与移除,内容清理应用,keyword_extension,form_flow,medium,,内容清理相关内容的真实使用者,我在做一个内容清理应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个列表或卡片区和一个详情区，并且把切换视图做得明显一些。风格先不用定死，不同尺寸下都别破坏主要阅读顺序。如果内容会继续增加，结构也要能继续容纳下去。
q5k_scene_011_0010,scene_011,交互方式,Deleting & Removing 删除与移除,批量管理应用,keyword_extension,admin_panel,complex,Minimalism,批量管理相关内容的真实使用者,我想做一个面向不想学习成本太高的人的批量管理应用管理后台，核心目标是让重点动作更好找。 请把结构至少拆成列表或卡片区、快捷操作区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑二级筛选和展开收起，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 尽量极简、留白多一些，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 不要只关注主流程，边缘状态和低频操作也要有合理落点。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0011,scene_011,交互方式,Deleting & Removing 删除与移除,回收站管理应用,keyword_extension,dashboard,vague,Material,回收站管理相关内容的真实使用者,想请你帮我设计一个回收站管理应用的数据看板，先把核心信息讲清楚就行。交互反馈要清晰一些，接近 Material，操作别绕，普通用户一看就会用最好。 内容分组先不要太碎。
q5k_scene_011_0012,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting & Removing 删除与移除应用,xlsx_candidate,form_flow,medium,,Deleting & Removing 删除与移除相关内容的真实使用者,我在做一个Deleting & Removing 删除与移除应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个状态反馈区和一个快捷操作区，并且把展开收起做得明显一些。风格先不用定死，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_011_0013,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting应用,label_token_extension,portfolio,complex,,Deleting相关内容的真实使用者,我想做一个面向不想学习成本太高的人的Deleting应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成列表或卡片区、列表或卡片区、核心信息区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑切换视图和展开收起，另外 失败重试、加载状态 这些状态也要有对应反馈。 风格先不用定死，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0014,scene_011,交互方式,Deleting & Removing 删除与移除,Removing应用,label_token_extension,dashboard,vague,,Removing相关内容的真实使用者,帮我先搭一个Removing应用的数据看板，我更在意第一眼能不能快速理解。风格先不用定死，先偏轻量一点，别做得太重。 我希望重点内容能自然落到视线中心。
q5k_scene_011_0015,scene_011,交互方式,Deleting & Removing 删除与移除,删除与移除应用,label_token_extension,form_flow,medium,,删除与移除相关内容的真实使用者,我在做一个删除与移除应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个快捷操作区和一个详情区，并且把二级筛选做得明显一些。风格先不用定死，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_011_0016,scene_011,交互方式,Deleting & Removing 删除与移除,任务处理应用,l1_extension,admin_panel,complex,Data-Dense,任务处理相关内容的真实使用者,我想做一个面向希望减少遗漏的人的任务处理应用管理后台，核心目标是让每天的动作更省心。 请把结构至少拆成今日概览、今日概览、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和勾选完成，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 信息密度可以高一点，但不要乱，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0017,scene_011,交互方式,Deleting & Removing 删除与移除,流程操作应用,l1_extension,dashboard,vague,,流程操作相关内容的真实使用者,帮我先搭一个流程操作应用的数据看板，重点是看起来顺手、别太复杂。风格先不用定死，整体浏览节奏舒服就可以。 我不想看到太重的学习成本。
q5k_scene_011_0018,scene_011,交互方式,Deleting & Removing 删除与移除,通用工作台应用,l1_extension,form_flow,medium,,通用工作台相关内容的真实使用者,我在做一个通用工作台应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个列表或卡片区和一个详情区，并且把反馈提示做得明显一些。风格先不用定死，手机上也要保持层级清楚。内容区之间最好有明确节奏，不要一股脑堆在一起。
q5k_scene_011_0019,scene_011,交互方式,Deleting & Removing 删除与移除,状态管理应用,l1_extension,admin_panel,complex,Material,状态管理相关内容的真实使用者,我想做一个面向不想学习成本太高的人的状态管理应用管理后台，核心目标是让浏览更顺畅。 请把结构至少拆成状态反馈区、快捷操作区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑二级筛选和主按钮操作，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 交互反馈要清晰一些，接近 Material，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0020,scene_011,交互方式,Deleting & Removing 删除与移除,内容清理应用,keyword_extension,dashboard,vague,,内容清理相关内容的真实使用者,我在准备做一个内容清理应用的数据看板，我更在意第一眼能不能快速理解。风格先不用定死，不要太花，重点内容容易扫到就好。 先把进入页面后的第一步动作设计清楚。
q5k_scene_011_0021,scene_011,交互方式,Deleting & Removing 删除与移除,批量管理应用,keyword_extension,form_flow,medium,Material,批量管理相关内容的真实使用者,我在做一个批量管理应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个状态反馈区和一个核心信息区，并且把展开收起做得明显一些。交互反馈要清晰一些，接近 Material，手机上也要保持层级清楚。我希望用户看完首屏就知道这个页面值不值得继续往下看。
q5k_scene_011_0022,scene_011,交互方式,Deleting & Removing 删除与移除,回收站管理应用,keyword_extension,admin_panel,complex,Minimalism,回收站管理相关内容的真实使用者,我想做一个面向希望快速完成任务的人的回收站管理应用管理后台，核心目标是让重点动作更好找。 请把结构至少拆成详情区、快捷操作区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和二级筛选，另外 加载状态、失败重试 这些状态也要有对应反馈。 尽量极简、留白多一些，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0023,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting & Removing 删除与移除应用,xlsx_candidate,dashboard,vague,,Deleting & Removing 删除与移除相关内容的真实使用者,我在准备做一个Deleting & Removing 删除与移除应用的数据看板，先保证结构清楚，后面再慢慢补细节。风格先不用定死，操作别绕，普通用户一看就会用最好。 我不想看到太重的学习成本。
q5k_scene_011_0024,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting应用,label_token_extension,form_flow,medium,,Deleting相关内容的真实使用者,我在做一个Deleting应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个列表或卡片区和一个详情区，并且把反馈提示做得明显一些。风格先不用定死，手机上也要保持层级清楚。内容区之间最好有明确节奏，不要一股脑堆在一起。
q5k_scene_011_0025,scene_011,交互方式,Deleting & Removing 删除与移除,Removing应用,label_token_extension,portfolio,complex,,Removing相关内容的真实使用者,我想做一个面向不想学习成本太高的人的Removing应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成状态反馈区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑反馈提示和切换视图，另外 失败重试、加载状态 这些状态也要有对应反馈。 风格先不用定死，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0026,scene_011,交互方式,Deleting & Removing 删除与移除,删除与移除应用,label_token_extension,dashboard,vague,,删除与移除相关内容的真实使用者,我需要一个删除与移除应用的数据看板，希望打开以后就知道该往哪里看。风格先不用定死，最好手机上看也自然一点。 我更在意主要动作是不是够明显。
q5k_scene_011_0027,scene_011,交互方式,Deleting & Removing 删除与移除,任务处理应用,l1_extension,form_flow,medium,Dark,任务处理相关内容的真实使用者,我在做一个任务处理应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个提醒设置和一个今日概览，并且把快速新建做得明显一些。整体走暗色风格，手机上也要保持层级清楚。请让用户在扫读和细看之间切换得自然一点。
q5k_scene_011_0028,scene_011,交互方式,Deleting & Removing 删除与移除,流程操作应用,l1_extension,portfolio,complex,,流程操作相关内容的真实使用者,我想做一个面向希望快速完成任务的人的流程操作应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成快捷操作区、列表或卡片区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑切换视图和反馈提示，另外 加载状态、失败重试 这些状态也要有对应反馈。 风格先不用定死，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 我希望用户在任何位置都知道自己当前所处层级，不想出现迷路感。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0029,scene_011,交互方式,Deleting & Removing 删除与移除,通用工作台应用,l1_extension,dashboard,vague,,通用工作台相关内容的真实使用者,想请你帮我设计一个通用工作台应用的数据看板，重点是看起来顺手、别太复杂。风格先不用定死，最好手机上看也自然一点。 信息密度可以低一点。
q5k_scene_011_0030,scene_011,交互方式,Deleting & Removing 删除与移除,状态管理应用,l1_extension,form_flow,medium,Minimalism,状态管理相关内容的真实使用者,我在做一个状态管理应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个快捷操作区和一个状态反馈区，并且把主按钮操作做得明显一些。尽量极简、留白多一些，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_011_0031,scene_011,交互方式,Deleting & Removing 删除与移除,内容清理应用,keyword_extension,portfolio,complex,,内容清理相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的内容清理应用作品展示站，核心目标是把流程说清楚。 请把结构至少拆成核心信息区、核心信息区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑切换视图和反馈提示，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 风格先不用定死，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0032,scene_011,交互方式,Deleting & Removing 删除与移除,批量管理应用,keyword_extension,dashboard,vague,Minimalism,批量管理相关内容的真实使用者,想请你帮我设计一个批量管理应用的数据看板，先保证结构清楚，后面再慢慢补细节。尽量极简、留白多一些，操作别绕，普通用户一看就会用最好。 先把进入页面后的第一步动作设计清楚。
q5k_scene_011_0033,scene_011,交互方式,Deleting & Removing 删除与移除,回收站管理应用,keyword_extension,form_flow,medium,Material,回收站管理相关内容的真实使用者,我在做一个回收站管理应用的多步骤表单流程，我想先把入口价值讲明白。页面里我至少想放一个列表或卡片区和一个详情区，并且把反馈提示做得明显一些。交互反馈要清晰一些，接近 Material，手机上也要保持层级清楚。我希望用户看完首屏就知道这个页面值不值得继续往下看。
q5k_scene_011_0034,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting & Removing 删除与移除应用,xlsx_candidate,portfolio,complex,,Deleting & Removing 删除与移除相关内容的真实使用者,我想做一个面向不想学习成本太高的人的Deleting & Removing 删除与移除应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成状态反馈区、列表或卡片区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑反馈提示和主按钮操作，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 风格先不用定死，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 不要只关注主流程，边缘状态和低频操作也要有合理落点。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0035,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting应用,label_token_extension,dashboard,vague,,Deleting相关内容的真实使用者,帮我先搭一个Deleting应用的数据看板，我更在意第一眼能不能快速理解。风格先不用定死，先偏轻量一点，别做得太重。 我希望重点内容能自然落到视线中心。
q5k_scene_011_0036,scene_011,交互方式,Deleting & Removing 删除与移除,Removing应用,label_token_extension,form_flow,medium,,Removing相关内容的真实使用者,我在做一个Removing应用的多步骤表单流程，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个核心信息区和一个列表或卡片区，并且把展开收起做得明显一些。风格先不用定死，不同尺寸下都别破坏主要阅读顺序。我不希望用户反复来回跳转才能完成一个小动作。
q5k_scene_011_0037,scene_011,交互方式,Deleting & Removing 删除与移除,删除与移除应用,label_token_extension,portfolio,complex,,删除与移除相关内容的真实使用者,我想做一个面向不想学习成本太高的人的删除与移除应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成核心信息区、详情区、快捷操作区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和二级筛选，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 风格先不用定死，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 不要只关注主流程，边缘状态和低频操作也要有合理落点。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0038,scene_011,交互方式,Deleting & Removing 删除与移除,任务处理应用,l1_extension,dashboard,vague,Material,任务处理相关内容的真实使用者,帮我先搭一个任务处理应用的数据看板，重点是看起来顺手、别太复杂。交互反馈要清晰一些，接近 Material，整体浏览节奏舒服就可以。 我不想看到太重的学习成本。
q5k_scene_011_0039,scene_011,交互方式,Deleting & Removing 删除与移除,流程操作应用,l1_extension,form_flow,medium,,流程操作相关内容的真实使用者,我在做一个流程操作应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个列表或卡片区和一个核心信息区，并且把反馈提示做得明显一些。风格先不用定死，小屏下不要显得拥挤。我更看重效率，不想让交互显得拖沓。
q5k_scene_011_0040,scene_011,交互方式,Deleting & Removing 删除与移除,通用工作台应用,l1_extension,portfolio,complex,,通用工作台相关内容的真实使用者,我想做一个面向不想学习成本太高的人的通用工作台应用作品展示站，核心目标是把流程说清楚。 请把结构至少拆成详情区、快捷操作区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和二级筛选，另外 加载状态、失败重试 这些状态也要有对应反馈。 风格先不用定死，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0041,scene_011,交互方式,Deleting & Removing 删除与移除,状态管理应用,l1_extension,dashboard,vague,Material,状态管理相关内容的真实使用者,我在准备做一个状态管理应用的数据看板，先保证结构清楚，后面再慢慢补细节。交互反馈要清晰一些，接近 Material，操作别绕，普通用户一看就会用最好。 先把阅读顺序理顺最重要。
q5k_scene_011_0042,scene_011,交互方式,Deleting & Removing 删除与移除,内容清理应用,keyword_extension,form_flow,medium,,内容清理相关内容的真实使用者,我在做一个内容清理应用的多步骤表单流程，我希望首页先建立清晰的认知。页面里我至少想放一个详情区和一个列表或卡片区，并且把反馈提示做得明显一些。风格先不用定死，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_011_0043,scene_011,交互方式,Deleting & Removing 删除与移除,批量管理应用,keyword_extension,admin_panel,complex,Material,批量管理相关内容的真实使用者,我想做一个面向不想学习成本太高的人的批量管理应用管理后台，核心目标是让浏览更顺畅。 请把结构至少拆成核心信息区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和反馈提示，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 交互反馈要清晰一些，接近 Material，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0044,scene_011,交互方式,Deleting & Removing 删除与移除,回收站管理应用,keyword_extension,dashboard,vague,Minimalism,回收站管理相关内容的真实使用者,想请你帮我设计一个回收站管理应用的数据看板，希望打开以后就知道该往哪里看。尽量极简、留白多一些，最好手机上看也自然一点。 先保证浏览顺序别乱。
q5k_scene_011_0045,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting & Removing 删除与移除应用,xlsx_candidate,form_flow,medium,,Deleting & Removing 删除与移除相关内容的真实使用者,我在做一个Deleting & Removing 删除与移除应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个核心信息区和一个状态反馈区，并且把切换视图做得明显一些。风格先不用定死，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_011_0046,scene_011,交互方式,Deleting & Removing 删除与移除,Deleting应用,label_token_extension,portfolio,complex,,Deleting相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的Deleting应用作品展示站，核心目标是让重点动作更好找。 请把结构至少拆成状态反馈区、快捷操作区、详情区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑二级筛选和主按钮操作，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 风格先不用定死，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0047,scene_011,交互方式,Deleting & Removing 删除与移除,Removing应用,label_token_extension,dashboard,vague,,Removing相关内容的真实使用者,帮我先搭一个Removing应用的数据看板，我更在意第一眼能不能快速理解。风格先不用定死，先偏轻量一点，别做得太重。 希望用户不用解释就知道怎么开始。
q5k_scene_011_0048,scene_011,交互方式,Deleting & Removing 删除与移除,删除与移除应用,label_token_extension,form_flow,medium,,删除与移除相关内容的真实使用者,我在做一个删除与移除应用的多步骤表单流程，我希望首页先建立清晰的认知。页面里我至少想放一个核心信息区和一个状态反馈区，并且把展开收起做得明显一些。风格先不用定死，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_011_0049,scene_011,交互方式,Deleting & Removing 删除与移除,任务处理应用,l1_extension,admin_panel,complex,Data-Dense,任务处理相关内容的真实使用者,我想做一个面向希望减少遗漏的人的任务处理应用管理后台，核心目标是让每天的动作更省心。 请把结构至少拆成分组区、今日概览、提醒设置这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑快速新建和勾选完成，另外 空列表引导、逾期提示 这些状态也要有对应反馈。 信息密度可以高一点，但不要乱，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0050,scene_011,交互方式,Deleting & Removing 删除与移除,流程操作应用,l1_extension,dashboard,vague,,流程操作相关内容的真实使用者,想请你帮我设计一个流程操作应用的数据看板，重点是看起来顺手、别太复杂。风格先不用定死，最好手机上看也自然一点。 我会更关注首屏是不是干净。
q5k_scene_011_0051,scene_011,交互方式,Deleting & Removing 删除与移除,通用工作台应用,l1_extension,form_flow,medium,,通用工作台相关内容的真实使用者,我在做一个通用工作台应用的多步骤表单流程，我想让用户不用想太多就能开始操作。页面里我至少想放一个详情区和一个列表或卡片区，并且把主按钮操作做得明显一些。风格先不用定死，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_011_0052,scene_011,交互方式,Deleting & Removing 删除与移除,状态管理应用,l1_extension,admin_panel,complex,Minimalism,状态管理相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的状态管理应用管理后台，核心目标是把流程说清楚。 请把结构至少拆成状态反馈区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑反馈提示和切换视图，另外 失败重试、加载状态 这些状态也要有对应反馈。 尽量极简、留白多一些，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_011_0053,scene_011,交互方式,Deleting & Removing 删除与移除,内容清理应用,keyword_extension,dashboard,vague,,内容清理相关内容的真实使用者,帮我先搭一个内容清理应用的数据看板，重点是看起来顺手、别太复杂。风格先不用定死，整体浏览节奏舒服就可以。 先保证浏览顺序别乱。
